city,locality,property_type,bhk,area,furnishing,age,parking,price
Ahmedabad,SG Highway,Independent House,5,1031,Unfurnished,19,Yes,158.95
Ahmedabad,SG Highway,Villa,5,1093,Furnished,9,No,51.18
Surat,Piplod,Villa,5,3313,Semi-furnished,25,No,175.11
Surat,Vesu,Villa,4,4179,Furnished,27,Yes,186.59
Ahmedabad,Gota,Apartment,1,3549,Unfurnished,32,Yes,66.52
Ahmedabad,Satellite,Villa,4,3639,Furnished,31,No,92.93
Ahmedabad,Navrangpura,Apartment,2,3305,Unfurnished,13,Yes,83.71
Surat,Piplod,Independent House,2,3577,Semi-furnished,8,Yes,143.42
Ahmedabad,Satellite,Independent House,4,1765,Unfurnished,35,No,144.9
Surat,Pal,Independent House,1,4929,Semi-furnished,17,Yes,173.04
Surat,Althan,Independent House,2,2522,Furnished,18,No,153.85
Surat,Adajan,Apartment,5,2886,Furnished,17,No,24.29
Ahmedabad,Navrangpura,Independent House,5,4482,Unfurnished,29,No,124.75
Ahmedabad,Gota,Independent House,1,1098,Unfurnished,20,Yes,187.81
Ahmedabad,Gota,Independent House,1,4456,Unfurnished,32,Yes,54.72
Ahmedabad,Bopal,Villa,5,2778,Furnished,28,No,56.03
Ahmedabad,Navrangpura,Villa,3,4658,Unfurnished,33,No,163.9
Surat,Adajan,Apartment,4,4318,Unfurnished,16,Yes,177.44
Ahmedabad,Gota,Independent House,5,2277,Furnished,7,Yes,54.68
Ahmedabad,Navrangpura,Apartment,5,2486,Furnished,31,No,49.44
Ahmedabad,Bopal,Independent House,4,3834,Unfurnished,13,No,57.35
Surat,Piplod,Apartment,5,3110,Unfurnished,2,No,41.09
Surat,Adajan,Apartment,1,1838,Unfurnished,34,No,103.4
Surat,Piplod,Apartment,4,4579,Unfurnished,19,Yes,131.8
Surat,Piplod,Apartment,1,1419,Semi-furnished,10,No,129.45
Surat,Adajan,Apartment,2,4518,Semi-furnished,12,No,103.18
Ahmedabad,Navrangpura,Apartment,2,1989,Unfurnished,16,No,182.72
Surat,Vesu,Independent House,5,4102,Semi-furnished,6,No,109.74
Surat,Piplod,Villa,3,4927,Unfurnished,20,No,77.55
Ahmedabad,Bopal,Villa,1,2519,Semi-furnished,9,Yes,185.06
Ahmedabad,Gota,Apartment,4,4777,Semi-furnished,24,No,64.0
Ahmedabad,Satellite,Apartment,4,3497,Semi-furnished,30,No,63.52
Surat,Vesu,Apartment,3,4586,Unfurnished,22,No,10.19
Surat,Adajan,Apartment,3,3511,Semi-furnished,11,No,107.71
Ahmedabad,Gota,Independent House,3,2961,Semi-furnished,8,Yes,76.64
Ahmedabad,Bopal,Independent House,1,4303,Furnished,27,No,89.77
Ahmedabad,Navrangpura,Villa,2,1695,Furnished,8,No,32.49
Surat,Pal,Independent House,2,4713,Semi-furnished,34,Yes,148.09
Ahmedabad,Satellite,Villa,2,2930,Unfurnished,25,Yes,69.63
Ahmedabad,Gota,Independent House,4,4171,Unfurnished,26,No,74.83
Ahmedabad,Satellite,Villa,1,5000,Unfurnished,10,No,130.52
Ahmedabad,Gota,Independent House,3,4530,Unfurnished,31,No,132.84
Ahmedabad,SG Highway,Apartment,5,1410,Unfurnished,30,No,44.97
Surat,Adajan,Apartment,1,4113,Semi-furnished,25,Yes,168.68
Ahmedabad,Bopal,Villa,5,2756,Unfurnished,9,No,50.98
Ahmedabad,Bopal,Villa,3,1072,Unfurnished,24,Yes,69.02
Surat,Adajan,Villa,2,1077,Unfurnished,22,Yes,64.08
Surat,Vesu,Villa,1,2716,Semi-furnished,4,No,44.85
Surat,Pal,Independent House,5,2516,Furnished,22,No,106.35
Ahmedabad,Bopal,Villa,1,1201,Furnished,20,No,177.52
Surat,Althan,Independent House,1,1391,Semi-furnished,15,No,65.86
Ahmedabad,Bopal,Villa,2,581,Unfurnished,19,Yes,77.27
Ahmedabad,Bopal,Villa,5,526,Semi-furnished,35,Yes,85.45
Ahmedabad,Navrangpura,Apartment,2,4600,Furnished,34,Yes,67.99
Ahmedabad,Gota,Apartment,2,4215,Semi-furnished,17,Yes,87.72
Surat,Vesu,Apartment,1,1734,Furnished,4,Yes,43.73
Surat,Piplod,Independent House,2,4478,Unfurnished,4,Yes,71.17
Surat,Althan,Villa,1,2252,Unfurnished,23,No,28.18
Surat,Piplod,Villa,1,3913,Furnished,6,Yes,144.83
Surat,Althan,Villa,5,1727,Furnished,10,No,157.18
Ahmedabad,Gota,Villa,5,2674,Furnished,15,Yes,170.65
Ahmedabad,Gota,Villa,4,3647,Unfurnished,13,No,115.14
Ahmedabad,SG Highway,Apartment,2,621,Semi-furnished,17,No,171.86
Ahmedabad,Gota,Villa,3,4525,Unfurnished,5,No,137.13
Ahmedabad,Gota,Villa,5,1370,Unfurnished,15,Yes,79.74
Ahmedabad,Bopal,Independent House,3,4317,Semi-furnished,26,Yes,178.33
Surat,Pal,Villa,4,1638,Unfurnished,15,No,71.33
Surat,Adajan,Villa,5,1784,Furnished,16,No,111.35
Surat,Vesu,Apartment,2,2278,Semi-furnished,19,No,148.92
Surat,Pal,Apartment,3,2723,Furnished,23,Yes,54.94
Ahmedabad,SG Highway,Independent House,2,1756,Furnished,8,No,142.3
Ahmedabad,Gota,Independent House,3,4951,Semi-furnished,19,No,46.32
Surat,Althan,Independent House,2,2991,Unfurnished,18,No,83.45
Surat,Pal,Villa,4,4553,Unfurnished,18,Yes,168.9
Ahmedabad,Satellite,Apartment,1,4480,Unfurnished,30,Yes,139.26
Ahmedabad,Satellite,Independent House,1,2645,Unfurnished,21,No,19.08
Surat,Vesu,Independent House,2,4439,Semi-furnished,30,No,107.09
Ahmedabad,SG Highway,Apartment,2,3295,Semi-furnished,32,Yes,154.0
Surat,Piplod,Independent House,3,736,Semi-furnished,7,Yes,129.41
Surat,Pal,Independent House,4,3112,Semi-furnished,31,No,60.79
Ahmedabad,Satellite,Apartment,1,3535,Furnished,22,No,18.62
Surat,Vesu,Apartment,2,3711,Furnished,7,Yes,31.85
Surat,Adajan,Villa,1,3499,Unfurnished,4,Yes,36.98
Surat,Piplod,Villa,3,3365,Semi-furnished,29,Yes,95.22
Ahmedabad,SG Highway,Apartment,1,1885,Semi-furnished,15,Yes,49.53
Ahmedabad,Bopal,Independent House,2,2267,Semi-furnished,28,Yes,44.7
Ahmedabad,SG Highway,Apartment,5,601,Unfurnished,24,No,64.5
Surat,Piplod,Villa,1,3720,Semi-furnished,4,No,42.12
Ahmedabad,Satellite,Villa,1,2166,Unfurnished,33,No,173.69
Ahmedabad,Gota,Apartment,2,1487,Unfurnished,7,Yes,150.49
Surat,Adajan,Independent House,4,1089,Unfurnished,23,No,91.65
Surat,Vesu,Villa,3,4487,Furnished,4,Yes,54.66
Surat,Vesu,Independent House,4,4103,Furnished,10,No,116.51
Ahmedabad,Bopal,Villa,5,3944,Semi-furnished,25,No,155.68
Ahmedabad,Gota,Villa,4,2596,Furnished,27,Yes,114.31
Surat,Pal,Villa,1,3038,Furnished,18,No,157.87
Surat,Althan,Apartment,1,1977,Semi-furnished,3,Yes,93.06
Surat,Althan,Villa,2,4494,Unfurnished,25,Yes,111.21
Surat,Piplod,Apartment,4,2622,Semi-furnished,21,No,64.91
Ahmedabad,Gota,Independent House,1,4525,Semi-furnished,6,Yes,193.7
Ahmedabad,SG Highway,Apartment,2,4761,Furnished,21,No,139.46
Surat,Piplod,Apartment,5,2490,Furnished,15,No,96.62
Surat,Adajan,Villa,3,2200,Unfurnished,31,Yes,156.39
Surat,Althan,Villa,5,2655,Unfurnished,16,Yes,176.86
Ahmedabad,Satellite,Independent House,1,3224,Furnished,8,No,160.7
Ahmedabad,SG Highway,Villa,2,4031,Furnished,8,Yes,82.37
Ahmedabad,Navrangpura,Independent House,2,1424,Furnished,30,Yes,25.03
Ahmedabad,SG Highway,Villa,1,1045,Semi-furnished,2,Yes,50.48
Ahmedabad,Gota,Independent House,2,3677,Furnished,28,No,188.36
Ahmedabad,Satellite,Apartment,2,2815,Furnished,5,No,170.5
Ahmedabad,Bopal,Apartment,2,3211,Furnished,2,No,62.84
Ahmedabad,SG Highway,Villa,2,602,Furnished,9,Yes,111.47
Surat,Vesu,Independent House,4,2789,Furnished,24,Yes,71.4
Ahmedabad,Bopal,Apartment,5,2338,Furnished,25,No,48.17
Ahmedabad,Bopal,Independent House,4,2582,Unfurnished,35,No,56.07
Surat,Adajan,Apartment,2,596,Unfurnished,6,No,96.47
Surat,Althan,Villa,3,3766,Semi-furnished,27,Yes,155.97
Surat,Althan,Apartment,1,2302,Unfurnished,33,No,105.82
Surat,Pal,Apartment,3,1276,Unfurnished,25,Yes,86.08
Ahmedabad,SG Highway,Apartment,4,3271,Semi-furnished,14,Yes,125.25
Surat,Adajan,Independent House,1,4736,Semi-furnished,26,Yes,119.05
Surat,Adajan,Apartment,1,4965,Semi-furnished,21,Yes,98.18
Ahmedabad,SG Highway,Independent House,3,3246,Unfurnished,31,Yes,100.59
Ahmedabad,Bopal,Apartment,4,2402,Unfurnished,20,Yes,174.86
Surat,Vesu,Villa,2,3595,Furnished,3,No,191.44
Surat,Pal,Independent House,1,3798,Semi-furnished,28,Yes,181.16
Ahmedabad,Gota,Villa,5,4123,Unfurnished,16,No,161.83
Surat,Piplod,Apartment,5,1928,Unfurnished,18,No,163.26
Surat,Piplod,Apartment,5,2060,Furnished,31,No,33.32
Surat,Adajan,Independent House,2,2869,Furnished,29,Yes,15.99
Ahmedabad,Satellite,Independent House,4,2370,Semi-furnished,9,Yes,172.35
Ahmedabad,Gota,Apartment,2,4923,Unfurnished,25,No,14.11
Surat,Adajan,Independent House,4,2955,Semi-furnished,14,Yes,146.46
Surat,Piplod,Villa,4,4522,Unfurnished,12,Yes,54.76
Ahmedabad,SG Highway,Villa,1,774,Unfurnished,10,No,127.79
Surat,Piplod,Independent House,5,2155,Unfurnished,6,Yes,68.32
Surat,Adajan,Independent House,4,1255,Unfurnished,24,No,84.36
Ahmedabad,Gota,Villa,1,2763,Semi-furnished,6,No,33.43
Surat,Piplod,Villa,3,1563,Unfurnished,33,No,49.75
Surat,Pal,Independent House,2,4173,Unfurnished,17,No,93.55
Surat,Vesu,Apartment,4,3244,Furnished,16,No,53.67
Surat,Vesu,Independent House,5,552,Furnished,30,Yes,129.01
Ahmedabad,Gota,Villa,1,3505,Unfurnished,16,Yes,149.06
Ahmedabad,Satellite,Apartment,5,4674,Semi-furnished,35,Yes,152.55
Surat,Adajan,Independent House,4,1842,Unfurnished,21,No,99.25
Surat,Adajan,Villa,1,2404,Semi-furnished,18,Yes,62.47
Surat,Pal,Villa,4,1794,Unfurnished,26,No,161.49
Surat,Pal,Villa,2,1932,Furnished,20,No,180.2
Surat,Althan,Apartment,3,3690,Unfurnished,21,No,193.05
Surat,Pal,Villa,4,1022,Unfurnished,17,Yes,58.11
Ahmedabad,Gota,Villa,5,1845,Furnished,11,No,34.24
Surat,Piplod,Independent House,2,2752,Unfurnished,32,No,36.15
Ahmedabad,Gota,Apartment,5,3943,Unfurnished,6,Yes,49.86
Surat,Vesu,Apartment,1,718,Furnished,5,No,106.27
Ahmedabad,Navrangpura,Apartment,3,3588,Unfurnished,3,No,20.18
Surat,Piplod,Independent House,4,4020,Semi-furnished,29,No,68.65
Surat,Piplod,Independent House,2,1239,Semi-furnished,15,No,65.88
Surat,Althan,Villa,2,1184,Semi-furnished,34,Yes,117.87
Surat,Piplod,Independent House,3,1936,Furnished,31,No,74.02
Surat,Piplod,Independent House,3,4550,Unfurnished,27,Yes,13.76
Ahmedabad,Gota,Villa,5,2992,Furnished,34,No,60.9
Surat,Adajan,Apartment,1,4229,Semi-furnished,16,Yes,83.72
Ahmedabad,Bopal,Villa,1,1203,Unfurnished,18,No,24.53
Surat,Althan,Independent House,5,1071,Unfurnished,13,No,47.51
Ahmedabad,Navrangpura,Apartment,1,2626,Semi-furnished,29,No,39.08
Ahmedabad,SG Highway,Apartment,2,4788,Furnished,20,Yes,54.0
Ahmedabad,Bopal,Independent House,3,3517,Unfurnished,32,No,99.45
Surat,Vesu,Independent House,3,4586,Unfurnished,27,Yes,85.03
Ahmedabad,Bopal,Independent House,4,4429,Unfurnished,16,Yes,82.31
Ahmedabad,SG Highway,Villa,1,3351,Furnished,18,No,11.23
Ahmedabad,Navrangpura,Apartment,5,968,Unfurnished,18,No,132.78
Surat,Althan,Villa,5,2437,Unfurnished,15,Yes,57.62
Ahmedabad,Satellite,Independent House,3,4255,Semi-furnished,29,No,196.14
Surat,Althan,Apartment,3,4137,Semi-furnished,6,No,52.59
Ahmedabad,Gota,Independent House,5,3762,Semi-furnished,28,No,80.76
Ahmedabad,Satellite,Apartment,1,2725,Furnished,21,Yes,168.76
Surat,Vesu,Apartment,2,2784,Semi-furnished,25,Yes,61.34
Surat,Althan,Independent House,2,1495,Semi-furnished,19,No,104.11
Surat,Adajan,Villa,5,2321,Unfurnished,35,No,54.76
Surat,Pal,Independent House,5,2257,Furnished,23,No,107.02
Ahmedabad,SG Highway,Apartment,1,2799,Furnished,30,Yes,160.39
Ahmedabad,Gota,Apartment,5,726,Semi-furnished,35,Yes,15.09
Surat,Vesu,Villa,5,1479,Furnished,22,Yes,165.47
Ahmedabad,Navrangpura,Apartment,4,3956,Unfurnished,30,Yes,26.1
Surat,Adajan,Apartment,5,2008,Unfurnished,14,No,139.56
Surat,Adajan,Villa,2,1322,Furnished,8,Yes,101.13
Surat,Althan,Villa,4,3400,Unfurnished,8,No,78.93
Ahmedabad,SG Highway,Villa,2,2273,Unfurnished,3,No,136.33
Surat,Piplod,Independent House,5,4799,Furnished,11,No,168.15
Ahmedabad,Navrangpura,Villa,3,612,Furnished,5,Yes,90.73
Ahmedabad,Navrangpura,Villa,4,653,Semi-furnished,29,Yes,160.67
Surat,Pal,Villa,2,3015,Furnished,6,Yes,89.31
Ahmedabad,Satellite,Apartment,5,3646,Furnished,21,Yes,85.15
Ahmedabad,Navrangpura,Apartment,4,1392,Furnished,11,No,12.78
Surat,Piplod,Independent House,3,4221,Furnished,9,Yes,12.49
Surat,Pal,Independent House,4,1277,Furnished,2,No,20.66
Ahmedabad,Bopal,Villa,1,3296,Semi-furnished,18,No,157.62
Ahmedabad,Navrangpura,Independent House,2,3032,Furnished,3,Yes,71.67
Surat,Adajan,Villa,1,4624,Semi-furnished,32,Yes,106.15
Ahmedabad,Navrangpura,Apartment,5,550,Unfurnished,34,Yes,147.89
Surat,Vesu,Apartment,4,2686,Furnished,22,No,169.15
Surat,Althan,Independent House,5,4473,Semi-furnished,31,Yes,66.91
Ahmedabad,Navrangpura,Apartment,5,2691,Semi-furnished,34,No,36.84
Ahmedabad,SG Highway,Apartment,4,693,Semi-furnished,12,No,32.62
Ahmedabad,Navrangpura,Apartment,4,3820,Semi-furnished,24,No,107.64
Ahmedabad,Gota,Villa,5,4488,Semi-furnished,2,No,119.88
Surat,Althan,Independent House,1,4475,Unfurnished,35,No,151.78
Surat,Vesu,Apartment,2,944,Furnished,9,Yes,53.92
Surat,Pal,Independent House,5,4205,Semi-furnished,20,Yes,114.23
Surat,Pal,Independent House,5,4970,Semi-furnished,26,No,193.63
Ahmedabad,Bopal,Apartment,1,2700,Unfurnished,30,Yes,67.62
Surat,Althan,Apartment,5,2150,Unfurnished,8,Yes,159.08
Ahmedabad,Gota,Villa,5,1987,Semi-furnished,35,No,66.33
Ahmedabad,SG Highway,Villa,2,2402,Furnished,6,No,161.97
Surat,Adajan,Independent House,3,856,Furnished,10,No,33.95
Surat,Althan,Independent House,2,4787,Unfurnished,32,Yes,113.61
Ahmedabad,SG Highway,Independent House,5,752,Semi-furnished,13,Yes,176.75
Surat,Althan,Independent House,1,3415,Semi-furnished,35,Yes,116.73
Ahmedabad,Navrangpura,Apartment,4,4785,Semi-furnished,16,No,72.56
Ahmedabad,SG Highway,Villa,3,4271,Furnished,7,Yes,101.85
Ahmedabad,Gota,Villa,1,2449,Furnished,30,No,177.3
Surat,Vesu,Apartment,2,4343,Semi-furnished,33,Yes,154.9
Surat,Althan,Apartment,3,1832,Unfurnished,19,No,156.31
Ahmedabad,Navrangpura,Apartment,2,4460,Furnished,34,Yes,186.91
Ahmedabad,Gota,Independent House,5,2444,Semi-furnished,14,No,155.8
Surat,Adajan,Apartment,2,2114,Furnished,23,Yes,57.24
Ahmedabad,Navrangpura,Independent House,1,3372,Semi-furnished,31,Yes,188.14
Surat,Vesu,Villa,5,4198,Furnished,32,No,52.55
Surat,Adajan,Villa,4,2423,Unfurnished,29,Yes,80.61
Ahmedabad,Satellite,Independent House,3,3736,Unfurnished,3,No,72.33
Surat,Adajan,Independent House,1,2910,Semi-furnished,9,No,128.92
Surat,Vesu,Independent House,2,1265,Furnished,10,Yes,20.46
Ahmedabad,SG Highway,Villa,2,654,Unfurnished,23,Yes,149.1
Ahmedabad,Navrangpura,Villa,1,1024,Unfurnished,5,Yes,98.89
Ahmedabad,SG Highway,Villa,3,2610,Furnished,13,Yes,100.59
Surat,Pal,Apartment,5,911,Semi-furnished,23,Yes,40.85
Surat,Piplod,Villa,2,4606,Unfurnished,24,Yes,177.44
Surat,Adajan,Independent House,4,3573,Semi-furnished,19,No,91.12
Ahmedabad,Gota,Villa,1,2645,Unfurnished,30,Yes,192.55
Ahmedabad,SG Highway,Apartment,1,1665,Furnished,31,Yes,195.66
Ahmedabad,Gota,Independent House,4,2182,Unfurnished,2,Yes,56.42
Surat,Pal,Independent House,3,3430,Semi-furnished,31,No,31.02
Ahmedabad,Bopal,Independent House,3,2339,Unfurnished,23,Yes,124.5
Ahmedabad,Satellite,Villa,3,2144,Unfurnished,25,Yes,61.79
Ahmedabad,Navrangpura,Independent House,3,746,Unfurnished,27,No,27.3
Ahmedabad,Bopal,Apartment,1,2164,Semi-furnished,31,No,90.74
Ahmedabad,Satellite,Villa,5,1485,Semi-furnished,19,No,67.28
Ahmedabad,Gota,Apartment,5,1872,Furnished,8,No,169.46
Surat,Adajan,Apartment,4,1893,Unfurnished,6,Yes,51.32
Surat,Althan,Independent House,5,4122,Unfurnished,22,Yes,145.1
Ahmedabad,Navrangpura,Villa,3,3243,Unfurnished,23,No,146.05
Ahmedabad,Gota,Apartment,3,3442,Semi-furnished,24,No,12.77
Ahmedabad,Satellite,Villa,1,2886,Furnished,14,Yes,32.57
Surat,Adajan,Villa,5,1838,Furnished,6,No,48.88
Surat,Pal,Apartment,4,2812,Unfurnished,15,No,185.73
Ahmedabad,Gota,Independent House,5,4473,Unfurnished,27,No,95.24
Surat,Pal,Apartment,3,1532,Furnished,16,Yes,132.02
Ahmedabad,Gota,Villa,3,3879,Semi-furnished,13,Yes,101.44
Surat,Althan,Independent House,4,2574,Furnished,20,No,176.83
Ahmedabad,SG Highway,Independent House,4,4869,Furnished,21,Yes,58.89
Ahmedabad,Gota,Apartment,1,3462,Semi-furnished,34,Yes,142.07
Ahmedabad,Bopal,Villa,4,3984,Furnished,33,No,171.09
Surat,Adajan,Villa,3,1821,Semi-furnished,34,Yes,71.27
Ahmedabad,Gota,Independent House,4,1937,Unfurnished,35,No,132.72
Ahmedabad,Satellite,Villa,2,611,Semi-furnished,9,Yes,134.05
Ahmedabad,Navrangpura,Apartment,2,1286,Semi-furnished,3,Yes,65.28
Ahmedabad,Navrangpura,Independent House,2,4739,Unfurnished,21,Yes,11.49
Surat,Althan,Villa,4,4636,Unfurnished,32,Yes,40.77
Ahmedabad,Gota,Apartment,2,1522,Semi-furnished,12,No,90.34
Surat,Vesu,Apartment,2,4950,Unfurnished,27,Yes,59.2
Ahmedabad,Gota,Apartment,5,2856,Semi-furnished,16,Yes,44.79
Surat,Adajan,Villa,2,2728,Semi-furnished,23,No,160.46
Surat,Vesu,Villa,5,4272,Unfurnished,25,No,171.12
Surat,Vesu,Independent House,3,807,Semi-furnished,33,No,37.1
Surat,Althan,Independent House,1,2146,Furnished,13,No,13.54
Surat,Piplod,Apartment,3,3135,Semi-furnished,17,Yes,139.58
Ahmedabad,Satellite,Villa,1,4223,Furnished,9,No,124.52
Surat,Pal,Independent House,3,3618,Unfurnished,24,No,45.84
Surat,Althan,Apartment,1,897,Semi-furnished,33,No,78.03
Ahmedabad,SG Highway,Villa,5,3475,Furnished,7,Yes,49.86
Ahmedabad,SG Highway,Villa,5,530,Semi-furnished,22,Yes,153.89
Surat,Vesu,Villa,2,2430,Furnished,12,Yes,57.34
Ahmedabad,Gota,Apartment,3,2894,Unfurnished,28,No,30.97
Ahmedabad,Gota,Villa,2,3002,Semi-furnished,17,No,104.51
Ahmedabad,Gota,Independent House,3,4633,Semi-furnished,13,No,34.83
Surat,Piplod,Apartment,4,1062,Unfurnished,4,No,42.54
Ahmedabad,Satellite,Independent House,1,4144,Furnished,24,Yes,86.36
Ahmedabad,SG Highway,Independent House,5,1075,Furnished,30,Yes,100.49
Surat,Piplod,Villa,2,2129,Semi-furnished,10,Yes,49.05
Surat,Piplod,Villa,4,1752,Semi-furnished,2,No,195.1
Surat,Vesu,Independent House,5,1468,Furnished,34,No,197.4
Surat,Vesu,Villa,4,1918,Semi-furnished,3,Yes,177.99
Surat,Vesu,Independent House,1,1700,Semi-furnished,2,Yes,75.87
Surat,Piplod,Apartment,4,2094,Unfurnished,14,Yes,157.01
Ahmedabad,Bopal,Independent House,2,4495,Semi-furnished,5,Yes,91.61
Ahmedabad,Bopal,Apartment,3,3912,Semi-furnished,33,No,29.08
Ahmedabad,Bopal,Independent House,5,1421,Semi-furnished,21,Yes,65.67
Surat,Vesu,Villa,4,4077,Furnished,27,No,176.37
Surat,Adajan,Villa,1,2998,Furnished,28,No,12.57
Surat,Piplod,Villa,5,2759,Furnished,6,Yes,147.45
Ahmedabad,Satellite,Independent House,5,3323,Furnished,26,Yes,36.45
Surat,Vesu,Apartment,2,3182,Semi-furnished,21,No,22.8
Ahmedabad,SG Highway,Independent House,5,1997,Furnished,8,Yes,92.66
Ahmedabad,Navrangpura,Independent House,4,4149,Unfurnished,6,No,116.93
Ahmedabad,Satellite,Independent House,4,2160,Furnished,20,Yes,42.67
Surat,Piplod,Villa,5,1623,Unfurnished,32,No,42.64
Surat,Adajan,Villa,4,3439,Unfurnished,22,Yes,146.01
Surat,Pal,Independent House,4,3097,Furnished,2,Yes,137.04
Surat,Pal,Independent House,2,4475,Semi-furnished,35,Yes,171.39
Ahmedabad,Bopal,Villa,4,2697,Semi-furnished,32,Yes,193.51
Ahmedabad,Satellite,Independent House,3,3822,Furnished,6,Yes,161.73
Ahmedabad,SG Highway,Apartment,1,1324,Furnished,2,Yes,194.47
Ahmedabad,Navrangpura,Villa,2,2972,Semi-furnished,32,Yes,108.47
Ahmedabad,Gota,Villa,1,3250,Unfurnished,26,Yes,187.87
Surat,Pal,Villa,3,1779,Unfurnished,20,No,58.28
Ahmedabad,Navrangpura,Independent House,4,1361,Unfurnished,15,No,20.5
Ahmedabad,Gota,Apartment,2,2006,Furnished,24,Yes,136.82
Ahmedabad,Navrangpura,Villa,2,4013,Unfurnished,30,No,150.73
Surat,Piplod,Independent House,1,3017,Furnished,12,Yes,79.52
Ahmedabad,Satellite,Villa,3,2827,Furnished,2,No,163.07
Surat,Adajan,Independent House,4,2268,Unfurnished,29,No,174.99
Ahmedabad,Gota,Apartment,2,2774,Semi-furnished,31,No,56.31
Surat,Adajan,Villa,3,4655,Semi-furnished,17,Yes,116.22
Surat,Piplod,Villa,2,898,Semi-furnished,3,No,149.05
Ahmedabad,Satellite,Independent House,2,2869,Unfurnished,31,No,139.73
Surat,Vesu,Independent House,2,3544,Furnished,11,Yes,17.8
Surat,Piplod,Apartment,3,1813,Semi-furnished,35,Yes,47.58
Surat,Vesu,Independent House,2,2917,Furnished,6,No,87.76
Ahmedabad,Gota,Independent House,4,1740,Furnished,24,Yes,44.08
Ahmedabad,Satellite,Villa,2,1900,Furnished,24,No,171.91
Ahmedabad,Bopal,Apartment,1,2236,Semi-furnished,25,Yes,110.07
Surat,Piplod,Independent House,5,3038,Furnished,13,No,68.13
Ahmedabad,Gota,Villa,3,1549,Furnished,33,No,164.38
Ahmedabad,Bopal,Apartment,5,2202,Semi-furnished,15,Yes,189.62
Ahmedabad,SG Highway,Apartment,4,4893,Furnished,35,Yes,112.22
Ahmedabad,Satellite,Villa,2,4378,Semi-furnished,25,Yes,20.43
Surat,Vesu,Independent House,1,4541,Unfurnished,31,No,178.13
Surat,Pal,Villa,4,2156,Furnished,24,Yes,110.6
Surat,Piplod,Independent House,5,3271,Semi-furnished,14,Yes,114.67
Ahmedabad,SG Highway,Apartment,3,4933,Semi-furnished,22,Yes,178.35
Ahmedabad,Gota,Independent House,1,2843,Semi-furnished,13,No,139.95
Ahmedabad,Satellite,Apartment,1,4156,Semi-furnished,11,No,113.16
Surat,Adajan,Independent House,5,4586,Furnished,15,No,44.13
Surat,Althan,Apartment,1,3264,Furnished,32,No,63.95
Ahmedabad,Gota,Villa,2,3353,Semi-furnished,25,No,51.73
Ahmedabad,SG Highway,Villa,1,3283,Semi-furnished,6,Yes,71.95
Ahmedabad,Navrangpura,Villa,2,4196,Furnished,33,Yes,74.78
Ahmedabad,Gota,Apartment,1,4496,Unfurnished,21,Yes,43.91
Ahmedabad,Satellite,Apartment,2,2486,Semi-furnished,11,Yes,109.42
Surat,Althan,Villa,4,1051,Semi-furnished,13,Yes,75.81
Ahmedabad,Gota,Villa,3,4438,Unfurnished,14,No,148.87
Surat,Vesu,Independent House,1,3689,Semi-furnished,13,No,58.22
Surat,Althan,Villa,1,1469,Furnished,3,Yes,119.31
Ahmedabad,Satellite,Independent House,2,1811,Semi-furnished,28,No,165.24
Ahmedabad,Gota,Apartment,3,2808,Furnished,27,No,140.85
Ahmedabad,Gota,Apartment,1,1003,Unfurnished,29,Yes,58.66
Surat,Vesu,Independent House,4,4560,Semi-furnished,9,No,167.81
Ahmedabad,Gota,Apartment,5,2171,Semi-furnished,12,Yes,11.3
Surat,Piplod,Apartment,1,2902,Semi-furnished,17,Yes,153.41
Surat,Piplod,Independent House,5,4040,Unfurnished,7,No,162.07
Surat,Piplod,Apartment,3,1928,Unfurnished,21,No,74.61
Ahmedabad,Navrangpura,Villa,1,1692,Unfurnished,6,No,182.49
Ahmedabad,Navrangpura,Apartment,3,4200,Semi-furnished,14,No,44.36
Ahmedabad,Navrangpura,Villa,3,717,Furnished,19,No,45.8
Ahmedabad,Gota,Apartment,5,4886,Semi-furnished,18,Yes,98.48
Surat,Vesu,Independent House,5,2443,Furnished,27,No,195.13
Surat,Althan,Apartment,1,4262,Furnished,8,Yes,124.4
Ahmedabad,Satellite,Apartment,4,4033,Furnished,22,Yes,192.65
Ahmedabad,Satellite,Villa,4,1211,Unfurnished,16,No,65.29
Surat,Piplod,Independent House,2,1242,Furnished,24,No,12.23
Surat,Pal,Independent House,3,3998,Furnished,9,Yes,50.95
Surat,Adajan,Independent House,1,4534,Semi-furnished,17,Yes,179.94
Ahmedabad,Navrangpura,Villa,2,4775,Unfurnished,19,Yes,35.92
Surat,Althan,Apartment,1,4477,Furnished,3,Yes,34.22
Ahmedabad,Navrangpura,Apartment,2,4390,Semi-furnished,30,No,106.75
Ahmedabad,SG Highway,Villa,2,1440,Furnished,9,No,59.15
Ahmedabad,Bopal,Villa,4,2609,Furnished,13,No,49.57
Surat,Vesu,Independent House,5,2228,Furnished,21,No,169.49
Ahmedabad,SG Highway,Villa,1,4826,Furnished,13,Yes,22.15
Surat,Adajan,Independent House,1,1770,Unfurnished,19,No,62.15
Ahmedabad,SG Highway,Villa,2,534,Semi-furnished,23,No,21.21
Ahmedabad,Bopal,Apartment,3,3677,Furnished,31,No,48.2
Surat,Piplod,Independent House,5,1533,Semi-furnished,34,No,76.86
Surat,Althan,Villa,1,2918,Furnished,10,No,107.54
Ahmedabad,Gota,Independent House,4,4378,Unfurnished,34,No,101.14
